"gid","survey_gid","description","source","accuracy","the_geom","object_id","mat_type","mat_tech","mat_prop","llrs","llrs_duct","height","height2","yr_built","occupy","occupy_dt","position","plan_shape","str_irreg","str_irreg_dt","str_irreg_type","str_irreg_2","str_irreg_dt_2","str_irreg_type_2","nonstrcexw","roof_shape","roofcovmat","roofsysmat","roofsystyp","roof_conn","floor_mat","floor_type","floor_conn","foundn_sys","build_type","build_subtype","vuln","comment","rrvs_status","vuln_1","vuln_2","height_1","height_2","height2_1","height2_2","year_1","year_2","object_id1","mat_type_bp","mat_tech_bp","mat_prop_bp","llrs_bp","llrs_duct_bp","height_bp","height2_bp","yr_built_bp","occupy_bp","occupy_dt_bp","position_bp","plan_shape_bp","str_irreg_bp","str_irreg_dt_bp","str_irreg_type_bp","str_irreg_2_bp","str_irreg_dt_2_bp","str_irreg_type_2_bp","nonstrcexw_bp","roof_shape_bp","roofcovmat_bp","roofsysmat_bp","roofsystyp_bp","roof_conn_bp","floor_mat_bp","floor_type_bp","floor_conn_bp","foundn_sys_bp","build_type_bp","build_subtype_bp","vuln_bp","yr_built_vt","yr_built_vt1","object_id2","mat_type_src","mat_tech_src","mat_prop_src","llrs_src","llrs_duct_src","height_src","height2_src","yr_built_src","occupy_src","occupy_dt_src","position_src","plan_shape_src","str_irreg_src","str_irreg_dt_src","str_irreg_type_src","str_irreg_2_src","str_irreg_dt_2_src","str_irreg_type_2_src","nonstrcexw_src","roof_shape_src","roofcovmat_src","roofsysmat_src","roofsystyp_src","roof_conn_src","floor_mat_src","floor_type_src","floor_conn_src","foundn_sys_src","build_type_src","build_subtype_src","vuln_src","lon","lat" 
48677,9,"","OSM","","0106000020E6100000010000000103000000010000000500000024CA28E0E8E551C02843554CA58840C0E897D244E9E551C0459847A3A78840C0C5967906E8E551C0578D6F39A88840C001C9CFA1E7E551C0CFF753E3A58840C024CA28E0E8E551C02843554CA58840C0",48677,"MAT99","MATT99","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP99","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWW","RSH2","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","Se asumió la casa verde.","COMPLETED","","","2","","99","","99","",48677,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48677,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5923126573905","-33.0675891706171"
48678,9,"","OSM","","0106000020E61000000100000001030000000100000005000000D65D8F78E8E551C0A79EBB13A28840C06BBEA5F7E8E551C0949D2397A48840C095719D90E7E551C05EFAF25DA58840C0CB70F211E7E551C071FB8ADAA28840C0D65D8F78E8E551C0A79EBB13A28840C0",48678,"W","WLI","MO99","LWAL","DU99","H","HB","Y99","RES","RES99","BPD","PLFL","IRIR","IRPP","REC","IRRE","IRPS","IRN","EWW","RSH2","RMT2","RSM99","RST99","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","0","","99","",48678,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48678,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5922862799777","-33.0674964060923"
48688,9,"","OSM","","0106000020E6100000010000000103000000010000000800000056911B8FE3E551C07A45A6327B8840C0C83B2C79E1E551C061B5E8537D8840C05DE15D2EE2E551C04EFC07477F8840C044B3FC0AE3E551C0EEBF84C0808840C0803EDBB4E3E551C095D6DF12808840C050EBEC1AE3E551C090A9166C7E8840C0C7D3974AE4E551C073C4B5357D8840C056911B8FE3E551C07A45A6327B8840C0",48688,"MAT99","MATT99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP99","PLFP","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EW99","RSH2","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","No es posible identificar el material de la vivienda. Pero se completa los otros aspectos.","COMPLETED","","","1","","99","","99","",48688,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48688,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5919744641498","-33.0663396396255"
48754,9,"","OSM","","0106000020E61000000100000001030000000100000005000000357EE19524E651C0652D4F31188840C0AC58576023E651C00B9A9658198840C0A6C695C423E651C0B106DE7F1A8840C02FEC1FFA24E651C0A0596D59198840C0357EE19524E651C0652D4F31188840C0",48754,"W","MATT99","MATP99","LWAL","DU99","H","HB","Y99","RES","RES99","BPD","PLFR","IRIR","IRVP","CHV","IRRE","IRPS","IRN","EWPL","RSH2","RMT2","RSM99","RST99","RTDP","FW","FW1","FWCP","FOS99","","","V99","","COMPLETED","","","2","","0","","99","",48754,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48754,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5959580618049","-33.0632735166788"
48796,9,"","OSM","","0106000020E61000000100000001030000000100000007000000FB71A02C21E651C01CC58377038840C0F5E27ACA20E651C0D3687231068840C054443CC821E651C097361C96068840C018CDCAF621E651C0865B994B058840C0899C195822E651C045C82F72058840C095021C8C22E651C00A40ED01048840C0FB71A02C21E651C01CC58377038840C0",48796,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFL","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWW","R99","RMT6","RWO","RWO1","RTD99","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",48796,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48796,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5958013499207","-33.0626514553546"
48877,9,"","OSM","","0106000020E61000000100000001030000000100000005000000F879426532E651C0D4A535BC0F8840C0640223D431E651C03999B855108840C0DAED693D32E651C0688DE66D118840C06F6589CE32E651C0039A63D4108840C0F879426532E651C0D4A535BC0F8840C0",48877,"MCF","MATT99","MO99","LWAL","DU99","H","HB","Y99","RES","RES99","BPD","PLFP","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWSL","RSH3","RMT2","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","0","","99","",48877,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48877,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.59682115","-33.06300605"
48905,9,"","OSM","","0106000020E610000001000000010300000001000000050000002088E2442AE651C046674FB80D8840C091D0967329E651C0348694FA0D8840C091FEA89729E651C075E5B33C0F8840C0EA1560692AE651C087C66EFA0E8840C02088E2442AE651C046674FB80D8840C0",48905,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFP","IRIR","IRVP","CHV","IRRE","IRPS","IRN","EWME","R99","RMT99","RSM99","RST99","RTDP","FW","FT99","FWCP","FOSN","","","V99","","COMPLETED","","","2","","99","","99","",48905,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48905,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5963092780489","-33.0629418559242"
48936,9,"","OSM","","0106000020E61000000100000001030000000100000007000000516628933FE651C09A17714BF58740C0FDC68D113FE651C0CE4CD5E2F88740C0B5FAEAAA40E651C003BCBB84F98740C0269C27E840E651C0B19586D0F78740C021F6F87340E651C0B76C63A2F78740C003F456B840E651C0D65D34BFF58740C0516628933FE651C09A17714BF58740C0",48936,"M99","MATT99","MO99","LWAL","DU99","H","HB","Y99","RES","RES99","BP1","PLFR","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWSL","RSH2","RMT2","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","0","","99","",48936,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48936,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5976562238735","-33.0622410909678"
48941,9,"","OSM","","0106000020E610000001000000010300000001000000070000000941FD1D40E651C0F2A1FABD038840C00941FD1D40E651C0639F5B43048840C0EB9A7FAA40E651C0639F5B43048840C0EB9A7FAA40E651C016084CF1028840C044B86EEF3FE651C016084CF1028840C044B86EEF3FE651C0F2A1FABD038840C00941FD1D40E651C0F2A1FABD038840C0",48941,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFR","IR99","IRP99","IRT99","IRRE","IRPS","IRN","EWW","RSH5","RMT6","RWO","RWO1","RTDP","FW","FW1","FWCP","FOS99","","","V99","","COMPLETED","","","2","","99","","99","",48941,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48941,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5976764238175","-33.0626086216076"
48955,9,"","OSM","","0106000020E61000000100000001030000000100000009000000896E073422E651C0D9107750E48740C0FAB31F2922E651C05B311290E58740C018F840E122E651C090E8AFA1E58740C0A7B228EC22E651C00EC81462E48740C089997D1E23E651C08B451D67E48740C083948E2823E651C05019FF3EE38740C0A1AD39F622E651C0685BCD3AE38740C08369183E22E651C032A42F29E38740C0896E073422E651C0D9107750E48740C0",48955,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RCN99","FC","FC99","FWCP","FOSSL","","","V99","","COMPLETED","","","1","","99","","99","",48955,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48955,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5958628486645","-33.0616555411809"
48961,9,"","OSM","","0106000020E61000000100000001030000000100000005000000ED0676A15EE651C0F3A89D06B18740C05936CE015DE651C0F3A89D06B18740C05936CE015DE651C0A4198BA6B38740C005323B8B5EE651C0A4198BA6B38740C0ED0676A15EE651C0F3A89D06B18740C0",48961,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFSQ","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH3","RMT6","RWO","RWO1","RCN99","FC","FC99","FWCP","FOSSL","","","V99","","COMPLETED","","","2","","99","","99","",48961,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48961,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.599474937135","-33.0601295832037"
48984,9,"","OSM","","0106000020E610000001000000010300000001000000050000008423EDEBE5E551C04799C3A4AE8840C0BBE0C270E4E551C0418E9C3BB08840C02C6E92D5E3E551C04799C3A4AE8840C0F6B0BC50E5E551C04EA4EA0DAD8840C08423EDEBE5E551C04799C3A4AE8840C0",48984,"MCF","CL99","MO99","LWAL","DU99","HB","H","Y99","RES","RES99","BPD","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWMA","RSH2","RMT2","RWO","RWO1","RTDP","FW","FW1","FWCN","FOSN","","","V99","","COMPLETED","","","0","","2","","99","",48984,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",48984,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5920946","-33.0678297"
49032,9,"","OSM","","0106000020E61000000100000001030000000100000005000000989DEA35E2E551C012F0106B968840C02181F56EE2E551C0717C4853988840C0F8BFC870E1E551C094522BA7988840C06FDCBD37E1E551C036C6F3BE968840C0989DEA35E2E551C012F0106B968840C0",49032,"W","WLI","MATP99","LWAL","DU99","H","HB","Y99","RES","RES99","BPD","PLFR","IRIR","IRVP","CHV","IRRE","IRPS","IRN","EWCB","RSH2","RMT2","RWO","RWO1","RTDP","FW","FW1","FWCP","FOS99","","","V99","","COMPLETED","","","2","","0","","99","",49032,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49032,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5919083","-33.0671245"
49034,9,"","OSM","","0106000020E61000000100000001030000000100000005000000B3E08FECDBE551C011A15BF9768840C0CB7E8230DCE551C09EDF41FD788840C0D75DEA31DBE551C0BCB0355B798840C08A1F63EEDAE551C02E724F57778840C0B3E08FECDBE551C011A15BF9768840C0",49034,"W","WLI","MO99","LWAL","DU99","H99","HB99","Y99","RES","RES99","BPD","PLFSQ","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWW","RSH2","RMT6","RWO","RWO1","RTD99","F99","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","99","","99","","99","",49034,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49034,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5915258785638","-33.066167157792"
49038,9,"","OSM","","0106000020E610000001000000010300000001000000050000001B1A0577D6E551C00CEB2175968840C0C2E8A859D6E551C04D92F826978840C039364C7ED5E551C0F40478C1968840C09367A89BD5E551C0B35DA10F968840C01B1A0577D6E551C00CEB2175968840C0",49038,"W","WLI","MO99","LWAL","DU99","H","HB99","Y99","OCO","OCCDT99","BPD","PLFSQ","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWW","RSH2","RMT6","RWO","RWO1","RTD99","FW","FW1","FWCP","FOSSL","","","V99","","COMPLETED","","","2","","99","","99","",49038,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49038,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.59118525","-33.06709615"
49058,9,"","OSM","","0106000020E6100000010000000103000000010000000500000025D698C6E5E551C04A7D59DAA98840C067107A91E4E551C073B44F6CAA8840C0B5ADC156E4E551C09862580FA98840C0A813758BE5E551C06E2B627DA88840C025D698C6E5E551C04A7D59DAA98840C0",49058,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWW","RSH2","RMT6","RWO","RWO1","RTDP","FW","FW1","FWCP","FOSN","","","V99","","COMPLETED","","","2","","99","","99","",49058,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49058,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5921055297003","-33.0676714035965"
49102,9,"","OSM","","0106000020E6100000010000000103000000010000000500000097299C93CDE551C0F3AF404F5E8840C068F3EE7ECBE551C00A48FB1F608840C05D03B6DECAE551C0538A671A5E8840C08B3963F3CCE551C0D1B1834A5C8840C097299C93CDE551C0F3AF404F5E8840C0",49102,"W","WLI","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWW","RSH2","RMT6","RWO","RWO1","RTD99","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",49102,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49102,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5905897877063","-33.0653749828645"
49111,9,"","OSM","","0106000020E6100000010000000103000000010000000500000094EF6316EBE551C06D324F53708840C04167D2A6EAE551C06741CD35718840C0412553AAE9E551C0F62FFFD76F8840C05F0D501AEAE551C092E057F66E8840C094EF6316EBE551C06D324F53708840C0",49111,"W","WLI","MATP99","LWAL","DU99","H","HB","Y99","RES","RES99","BP1","PLFR","IRIR","IRVP","CHV","IRRE","IRPS","IRN","EWME","RSH3","RMT2","RWO","RWO1","RTDP","FN","FT99","FWC99","FOS99","","","V99","","COMPLETED","","","2","","0","","99","",49111,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49111,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5924302240368","-33.0659205817589"
49117,9,"","OSM","","0106000020E61000000100000001030000000100000007000000632BC313D5E551C0D4939E8E6C8840C0B183EFA2D4E551C0DA3631C96D8840C076824765D4E551C0D4D51D8B6D8840C09A2DB4CED3E551C01AC4622F6F8840C0A63A2EF4D2E551C0C8B19A536E8840C0343795FBD3E551C0E760EC736B8840C0632BC313D5E551C0D4939E8E6C8840C0",49117,"W","WLI","MO99","LWAL","DU99","H","HB99","Y99","OC99","OCCDT99","BPD","PLFSQ","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWW","RSH5","RMT6","RWO","RWO1","RTD99","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",49117,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49117,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5910635836457","-33.0658352767781"
49126,9,"","OSM","","0106000020E610000001000000010300000001000000050000006FFB79AE4AE651C0B62C5F97E18740C0DA5548F949E651C01CE49AA7DF8740C028F9C73148E651C0877AB07BE18740C0BD9EF9E648E651C020C3746BE38740C06FFB79AE4AE651C0B62C5F97E18740C0",49126,"W","WLI","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWW","RSH2","RMT6","RWO","RWO1","RCN99","F99","FT99","FWC99","FOSSL","","","V99","","COMPLETED","","","2","","99","","99","",49126,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49126,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5982323","-33.06157035"
49203,9,"","OSM","","0106000020E6100000010000000103000000010000000500000060F18A96F2E551C0909A1B785A8840C08A9E4ABCF2E551C001DAFBF95B8840C0A2A135F5F0E551C0361BD0775C8840C0AE940ACFF0E551C0311C19F55A8840C060F18A96F2E551C0909A1B785A8840C0",49203,"MCF","CLBRS","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFL","IRIR","IRPP","REC","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTDP","FC","FC1","FWCP","FOS99","","","V99","","COMPLETED","","","3","","99","","99","",49203,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49203,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5928816026965","-33.0652913752313"
49310,9,"","OSM","","0106000020E61000000100000001030000000100000009000000CFAFF72C99E651C06446D334838740C0A661F88898E651C0288A462D838740C053639D8598E651C087A6ECF4838740C0D01154E897E651C0E0A936EE838740C029159EE197E651C027987B92858740C053639D8598E651C06254089A858740C0A661F88898E651C0D4B3C5DA848740C05E53D62599E651C07BB07BE1848740C0CFAFF72C99E651C06446D334838740C0",49310,"W","WLI","MATP99","LWAL","DU99","HB","H","Y99","RES","RES99","BPD","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWW","RSH2","RMT2","RWO","RWO1","RTDP","FN","FT99","FWC99","FOS99","","","V99","","COMPLETED","","","0","","1","","99","",49310,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49310,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6030597663167","-33.0587278380967"
49319,9,"","OSM","","0106000020E61000000100000001030000000100000007000000CC07043A13E651C0BA298AFC9F8840C08516235C12E651C0AD2DE175A28840C045CE0C2C11E651C0B3C23E4BA18840C03E3C4B9011E651C07391312DA08840C06E61270612E651C0AED7F4A0A08840C0BBE4C97F12E651C0FC04AB459F8840C0CC07043A13E651C0BA298AFC9F8840C0",49319,"W","WLI","MATP99","LWAL","DU99","H","HB","Y99","RES","RES99","BPD","PLFR","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWW","RSH2","RMT2","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","0","","99","",49319,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49319,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5948635679501","-33.0674098948934"
49414,9,"","OSM","","0106000020E61000000100000001030000000100000005000000B94B87F315E651C0328E36339F8840C08438C59915E651C0AE8F3D31A18840C00D67237C14E651C06C1679A3A08840C0437AE5D514E651C085D448A69E8840C0B94B87F315E651C0328E36339F8840C0",49414,"W","WLI","MATP99","LWAL","DU99","H","HB","Y99","RES","RES99","BPD","PLFR","IRIR","IRVP","CHV","IRRE","IRPS","IRN","EWME","RSH2","RMT2","RWO","RWO1","RTDP","FW","FW1","FWCP","FOS99","","","V99","","COMPLETED","","","2","","0","","99","",49414,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49414,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5950450577441","-33.0673803795348"
49415,9,"","OSM","","0106000020E6100000010000000103000000010000000500000059260D7F17E651C0AC4088BF818840C012ED743117E651C009C78734858840C0C53BC09316E651C04B5AF10D858840C00C7558E116E651C0EDD3F198818840C059260D7F17E651C0AC4088BF818840C0",49415,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP99","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWW","RSH2","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",49415,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49415,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.59515605","-33.06651005"
49418,9,"","OSM","","0106000020E6100000010000000103000000010000000500000085A39A481FE651C00AFE124C908840C0554D10751FE651C0615111A7938840C0F73306E71DE651C0EA341CE0938840C0F1E9FBBA1DE651C092E11D85908840C085A39A481FE651C00AFE124C908840C0",49418,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFR","IRIR","IRVP","SOS","IRIR","IRPP","REC","EWME","RSH2","RMT6","RWO","RWO1","RTDP","FW","FW1","FWCP","FOS99","","","V99","","COMPLETED","","","2","","99","","99","",49418,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49418,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5956172764694","-33.0669582088913"
49481,9,"","OSM","","0106000020E6100000010000000103000000010000000D0000004940964FA0E551C0630E828E568840C0B452AD2AA0E551C04B56EAFE568840C025F14D2EA1E551C0FD9EFDED578840C0B9DE3653A1E551C01557957D578840C0784BCD79A1E551C080C5D0A0578840C07D642948A2E551C00A3F822C558840C02A38BC20A2E551C075519907558840C07DA9447EA2E551C0C90D750E548840C02A52616CA1E551C05E5DBAEE528840C0A8453305A1E551C0A593B602548840C0D7B2C6EAA0E551C0C9DF62EA538840C0D2996A1CA0E551C03F66B15E568840C04940964FA0E551C0630E828E568840C0",49481,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP1","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","R99","RMT6","RWO","RWO1","RTD99","FC","FC99","FWCP","FOSN","","","V99","","COMPLETED","","","2","","99","","99","",49481,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49481,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5879692605587","-33.065108802336"
49515,9,"","OSM","","0106000020E610000001000000010300000001000000050000001EC76A4EB9E551C0FB647BE35A8840C035BEE5A0BAE551C0267ACF37588840C0E34FF97CB9E551C06E7484C2568840C0CB587E2AB8E551C0D81E076F598840C01EC76A4EB9E551C0FB647BE35A8840C0",49515,"M99","MATT99","MO99","LWAL","DU99","H","HB","Y99","MIX","MIX2","BPD","PLFR","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWSL","RSH2","RMT2","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","0","","99","",49515,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49515,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5894407515009","-33.0652107162962"
49603,9,"","OSM","","0106000020E61000000100000001030000000100000007000000B631D17B3EE651C00EA8925C598840C0C7516FFC3FE651C0A325EA60588840C0CE1143BC3FE651C05CEFED4C578840C07A6C70C740E651C0DA869B9D568840C0B5CCD88640E651C02810768A558840C0F8510DFB3DE651C015FB7035578840C0B631D17B3EE651C00EA8925C598840C0",49603,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","OCCDT99","BPD","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTD99","FW","FW1","FWCP","FOSSL","","","V99","","COMPLETED","","","2","","99","","99","",49603,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49603,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5976122595482","-33.0651684414861"
49607,9,"","OSM","","0106000020E610000001000000010300000001000000050000003115D16520E651C0444310316F8840C0C6C03A8E1FE651C074F5BE4C6F8840C025C9737D1FE651C099F1B6D26B8840C03115D16520E651C06A3F08B76B8840C03115D16520E651C0444310316F8840C0",49607,"MCF","MATT99","MO99","LWAL","DU99","H","HB","Y99","RES","RES99","BP1","PLFR","IRIR","IRVP","SOS","IRRE","IRPS","IRN","EWSL","RSH2","RMT2","RME","RWO1","RTDP","FW","FW1","FWCP","FOSDN","","","V99","","COMPLETED","","","3","","0","","99","",49607,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49607,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5957006771746","-33.0658412391134"
49655,9,"","OSM","","0106000020E610000001000000010300000001000000050000003CBCE7C0F2E551C0CA92EF085D8740C0A2E018B8F2E551C0467A51BB5F8740C01DC5DE30F6E551C05EEA31DB5F8740C0B8A0AD39F6E551C0E202D0285D8740C03CBCE7C0F2E551C0CA92EF085D8740C0",49655,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","EDU","EDU2","BPD","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWW","RSH2","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",49655,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49655,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5930464","-33.05756975"
49668,9,"","OSM","","0106000020E610000001000000010300000001000000050000002CA5C233FCE551C0E50CC51D6F8740C01ADB1088FCE551C08638D6C56D8740C07FA6B970FBE551C063D8BC056D8740C091706B1CFBE551C0566C825E6E8740C02CA5C233FCE551C0E50CC51D6F8740C0",49668,"MAT99","MATT99","MO99","LWAL","DU99","H","HB","Y99","RES","RES99","BPD","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWCB","RSH2","RMT2","RSM99","RST99","RTDP","FW","FW1","FWCP","FOS99","","","V99","","COMPLETED","","","2","","0","","99","",49668,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49668,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5934949394789","-33.0580465688753"
49672,9,"","OSM","","0106000020E610000001000000010300000001000000050000001221640FA3E551C00056478E748840C0F40A557BA2E551C0F858558A788840C0ED444948A4E551C033FB3C46798840C00B5B58DCA4E551C03BF82E4A758840C01221640FA3E551C00056478E748840C0",49672,"W","WLI","MATP99","LWAL","DU99","H","HB","Y99","RES","RES99","BP1","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWCB","RSH2","RMT2","RWO","RWO1","RTDP","FN","FT99","FWC99","FOS99","","","V99","","COMPLETED","","","1","","0","","99","",49672,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49672,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.5881147","-33.066129"
