"gid","survey_gid","description","source","accuracy","the_geom","object_id","mat_type","mat_tech","mat_prop","llrs","llrs_duct","height","height2","yr_built","occupy","occupy_dt","position","plan_shape","str_irreg","str_irreg_dt","str_irreg_type","str_irreg_2","str_irreg_dt_2","str_irreg_type_2","nonstrcexw","roof_shape","roofcovmat","roofsysmat","roofsystyp","roof_conn","floor_mat","floor_type","floor_conn","foundn_sys","build_type","build_subtype","vuln","comment","rrvs_status","vuln_1","vuln_2","height_1","height_2","height2_1","height2_2","year_1","year_2","object_id1","mat_type_bp","mat_tech_bp","mat_prop_bp","llrs_bp","llrs_duct_bp","height_bp","height2_bp","yr_built_bp","occupy_bp","occupy_dt_bp","position_bp","plan_shape_bp","str_irreg_bp","str_irreg_dt_bp","str_irreg_type_bp","str_irreg_2_bp","str_irreg_dt_2_bp","str_irreg_type_2_bp","nonstrcexw_bp","roof_shape_bp","roofcovmat_bp","roofsysmat_bp","roofsystyp_bp","roof_conn_bp","floor_mat_bp","floor_type_bp","floor_conn_bp","foundn_sys_bp","build_type_bp","build_subtype_bp","vuln_bp","yr_built_vt","yr_built_vt1","object_id2","mat_type_src","mat_tech_src","mat_prop_src","llrs_src","llrs_duct_src","height_src","height2_src","yr_built_src","occupy_src","occupy_dt_src","position_src","plan_shape_src","str_irreg_src","str_irreg_dt_src","str_irreg_type_src","str_irreg_2_src","str_irreg_dt_2_src","str_irreg_type_2_src","nonstrcexw_src","roof_shape_src","roofcovmat_src","roofsysmat_src","roofsystyp_src","roof_conn_src","floor_mat_src","floor_type_src","floor_conn_src","foundn_sys_src","build_type_src","build_subtype_src","vuln_src","lon","lat" 
43350,9,"","OSM","","0106000020E610000001000000010300000001000000050000002A8D98D9E7E751C0FCC0FAE4CD8640C089618731E9E751C037774F79CF8640C0BE158909EAE751C0A9386975CD8640C095E12EB1E8E751C00342EBE1CB8640C02A8D98D9E7E751C0FCC0FAE4CD8640C0",43350,"M99","MATT99","MO99","LWAL","DU99","H","HB","Y99","RES","RES99","BP1","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH2","RMT2","RWO","RWO1","RTDP","FC","FC1","FWCP","FOSN","","","V99","","COMPLETED","","","2","","0","","99","",43350,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43350,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6235927374097","-33.0531517812668"
43552,9,"","OSM","","0106000020E6100000010000000103000000010000000B0000008D6B3299E0E751C0D2979471428740C0E01E3AF3E1E751C01E859098458740C016F3188AE0E751C029417FA1478740C075E44867E0E751C035EF3845478740C0998FB5D0DFE751C0DBA337DC478740C01D2C5217DFE751C0E2523AFD458740C00A03E0E9DFE751C05AB7E633458740C094A46B26DFE751C0EFF2BE3B438740C022179CC1DFE751C0493EC0A4428740C0F9F31208E0E751C04FFBF72A438740C08D6B3299E0E751C0D2979471428740C0",43552,"W","WLI","MO99","LWAL","DU99","H","HB","Y99","RES","RES99","BP1","PLFL","IRIR","IRVP","CHV","IRIR","IRPP","REC","EWW","RSH5","RMT2","RWO","RWO1","RTDP","FW","FW1","FWCP","FOSN","","","V99","","COMPLETED","","","2","","0","","99","",43552,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43552,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6230723009018","-33.0567986768495"
43570,9,"","OSM","","0106000020E61000000100000001030000000100000007000000EC8A749AE0E751C0C69EE2DD368740C06317FB81E1E751C02BD4E473388740C0CFD0894EE0E751C0711E4E603A8740C05ED328C9DFE751C03C534376398740C07B00416FE0E751C0EF17586C388740C040D1860DE0E751C0C0AD60C0378740C0EC8A749AE0E751C0C69EE2DD368740C0",43570,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWW","RSH2","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",43570,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43570,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6230843890064","-33.0564155962769"
43608,9,"","OSM","","0106000020E61000000100000001030000000100000007000000F0C8B326F1E651C06245B2ECEE8740C03DA87AE8F1E651C0086A42A4F08740C0253B3602F1E651C0B4DB78C1F18740C01F926B54F1E651C0313FDC7AF28740C098A3C7EFEDE651C0B125F5AFF68740C0516DCBDBECE651C08F9D013FF48740C0F0C8B326F1E651C06245B2ECEE8740C0",43608,"W","WLI","MO99","LWAL","DU99","H","HB","Y99","EDU","EDU1","BPD","PLF99","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWW","RSH2","RMT2","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","Se analizó como dos edificios separados.","COMPLETED","","","1","","0","","99","",43608,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43608,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6083621709583","-33.0620998774768"
43615,9,"","OSM","","0106000020E6100000010000000103000000010000000D0000004BF5AE8BECE751C0C7B88729368740C0E06F6A56ECE751C0A9A514CF348740C0451ED2B9ECE751C0037B4CA4348740C0F2F16492ECE751C0B03A72A4338740C0EB707495EEE751C09FE925C6328740C009FD4CBDEEE751C045285BC9338740C0321D3A3DEFE751C07A83D492338740C0E57FF277EFE751C02C843012358740C07A9E89FAEEE751C0F728B748358740C0BB8D171CEFE751C08BFCFA21368740C0C27E9939EEE751C0FCCB4983368740C0A4F2C011EEE751C0EB4CEB80358740C04BF5AE8BECE751C0C7B88729368740C0",43615,"MCF","CLBRS","MO99","LWAL","DU99","H","HB99","Y99","RES","RES2A","BPD","PLF99","IRIR","IRPP","REC","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTDP","FW","FW1","FWCP","FOS99","","","V99","","COMPLETED","","","2","","99","","99","",43615,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43615,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6238968804305","-33.0562943129592"
43663,9,"","OSM","","0106000020E61000000100000001030000000100000009000000A9A3E36AE4E751C0AA85ED821C8740C0E4D29DCCE4E751C0BC66A8401C8740C0EA61C32EE5E751C0749A05DA1D8740C056325B0DE4E751C0EAF8799D1E8740C0D94125AEE3E751C0EBFEB1101D8740C0E5208DAFE2E751C086A9D2BB1D8740C02D5DC136E2E751C08725D4C21B8740C07A7E07F5E3E751C0643B84961A8740C0A9A3E36AE4E751C0AA85ED821C8740C0",43663,"MCF","CLBRS","MO99","LWAL","DU99","H","HB99","Y99","MIX","MIX1","BPD","PLF99","IRIR","IRPP","REC","IRIR","IRVP","SOS","EWSL","RSH2","RMT6","RWO","RWO1","RTDP","FW","FW1","FWCP","FOS99","","","V99","","COMPLETED","","","2","","99","","99","",43663,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43663,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6232726844589","-33.0555602548044"
43673,9,"","OSM","","0106000020E6100000010000000103000000010000000500000013A342D02CE751C0B8EE4163818640C079FE59982AE751C0235D7D86818640C0C0F2D6AF2AE751C03AC72533838640C00D9E53DA2CE751C0164D6727838640C013A342D02CE751C0B8EE4163818640C0",43673,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP99","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH1","RMT6","RSM99","RST99","RCN99","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",43673,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43673,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6120450710304","-33.0508518264408"
43688,9,"","OSM","","0106000020E6100000010000000103000000010000000700000096E9978837E751C0620C512A868640C002BA2F6736E751C0DFB76B53868640C04952883636E751C09F1C0588828640C03C3FD69D38E751C0BD079E31828640C007B64AB038E751C0F88FE0A1838640C0A8F8646A37E751C05DF92CCF838640C096E9978837E751C0620C512A868640C0",43688,"MR","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP99","PLFL","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWSL","R99","RMT99","RSM99","RST99","RCN99","FC","FC99","FWCP","FOS99","","","V99","","COMPLETED","","","1","","99","","99","",43688,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43688,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6127450620748","-33.0509016720743"
43700,9,"","OSM","","0106000020E61000000100000001030000000100000011000000181C6F3CE9E751C07432271E068740C0DC1AC7FEE8E751C0BC8800F1048740C0410BAE5EEAE751C09F2DD626048740C0DBB5CE09EBE751C0D80B056C078740C0FF774485EAE751C0C1255BB8078740C0BD40FFF3EAE751C0BFD76BD5098740C0069D103AE8E751C012D08E650B8740C0A11CBBFAE7E751C0602B572E0A8740C07933B44BE5E751C0A1E69AB80B8740C031B2648EE5E751C0F38299000D8740C0C1470E22E3E751C076D146640E8740C03FB1A94EE2E751C0DDD671570A8740C06DFE5F75E4E751C0AEB4311B098740C0322BCA5BE4E751C079735D9D088740C09B487A62E7E751C056D1C4E0068740C07E01BD70E7E751C0022F8E25078740C0181C6F3CE9E751C07432271E068740C0",43700,"M99","MATT99","MO99","LWAL","DU99","H","HB","Y99","VAC","OCCDT99","BP99","PLFU","IRIR","IRPP","REC","IRRE","IRPS","IRN","EWSL","RSH3","RMT2","RSM99","RST99","RCN99","FN","FT99","FWC99","FOS99","","","V99","","COMPLETED","","","1","","0","","99","",43700,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43700,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6234678995703","-33.0549755345357"
43742,9,"","OSM","","0106000020E61000000100000001030000000100000005000000CF02A3818EE751C0B06B2002B38640C040EC962E8EE751C0DBC2F352B18640C05DB4B6DF90E751C08EFDD1DCAF8640C0EBCAC23291E751C0F965D58CB18640C0CF02A3818EE751C0B06B2002B38640C0",43742,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP2","PLFR","IRRE","IRP99","IRN","IRRE","IRP99","IRN","EWME","RSH2","RMT6","RWO","RWO1","RWCP","FW","FW1","FWCP","FOS99","","","V99","","COMPLETED","","","2","","99","","99","",43742,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43742,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6181451737471","-33.0522899175567"
43774,9,"","OSM","","0106000020E61000000100000001030000000100000005000000C7777302E4E651C061DF4E22C28640C0988345EAE2E651C0F0517FBDC28640C0D3252DA6E3E651C09EE9CA0CC08640C0AF0793E2E3E651C00F2FE301C08640C0C7777302E4E651C061DF4E22C28640C0",43774,"M99","CL99","MO99","LWAL","DU99","H","HB99","Y99","COM","COM2","BP1","PLFD","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWSL","R99","RMT99","RSM99","RST99","RCN99","FC","FC1","FWCP","FOSN","","","V99","No se reconoce materialidad","COMPLETED","","","2","","99","","99","",43774,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43774,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6076403280742","-33.0527797781297"
43780,9,"","OSM","","0106000020E61000000100000001030000000100000005000000D9CB5B1AE4E651C03C7606FCD08640C0DA05DE24E1E651C0C49B9031D28640C08DDE5FF3E0E651C0BF6EC78AD08640C073BE3335E4E651C01FAB4A11CF8640C0D9CB5B1AE4E651C03C7606FCD08640C0",43780,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","COM","COM2","BP2","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EW99","R99","RMT99","RSM99","RST99","RCN99","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",43780,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43780,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6075818263642","-33.0532432261222"
43878,9,"","OSM","","0106000020E6100000010000000103000000010000000500000076AE83DEF6E651C0B7291E17D58740C0FF637CF3F6E651C032B55B81D78740C08E69B7A7F5E651C04A253CA1D78740C005B4BE92F5E651C03ADA2736D58740C076AE83DEF6E651C0B7291E17D58740C0",43878,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFSQ","IR99","IRP99","IRN","IRRE","IRP99","IRN","EWME","RSH1","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOS99","","","V99","","COMPLETED","","","1","","99","","99","",43878,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43878,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6087806411264","-33.0612292259474"
43922,9,"","OSM","","0106000020E6100000010000000103000000010000000500000077ECB13E2FE751C0B1659E019A8640C0184971442DE751C0AB329DE7998640C09BCB683F2DE751C094AE4FEF988640C0B896242A2FE751C08E7B4ED5988640C077ECB13E2FE751C0B1659E019A8640C0",43922,"W","WLI","MO99","LWAL","DU99","H","HB","Y99","RES","RES99","BP1","PLFL","IRIR","IRPP","REC","IRRE","IRPS","IRN","EWCB","RSH2","RMT2","RWO","RWO1","RTDP","F99","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","2","","0","","99","",43922,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43922,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6121986095302","-33.0515570715748"
43977,9,"","OSM","","0106000020E61000000100000001030000000100000007000000C45A21518DE751C0D4410356B38640C0A7785C548BE751C0623E6A5DB48640C0E87EF3878BE751C091329875B58640C0476D872B8CE751C0D99CDE20B58640C0D655815A8CE751C02CDDB820B68640C09449B2B38DE751C0C1B6346DB58640C0C45A21518DE751C0D4410356B38640C0",43977,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP2","PLF99","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","R99","RMT99","RWO","RWO1","RTD99","FW","FW1","FWCP","FOSSL","","","V99","","COMPLETED","","","2","","99","","99","",43977,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43977,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6179577366487","-33.0523905732301"
43985,9,"","OSM","","0106000020E61000000100000001030000000100000005000000E219D93ADDE651C0B54FC763068840C0D6F55503DEE651C0B4498FF0078840C000BDBA74DDE651C0D2A4B9BA088840C00CE13DACDCE651C0676AC82E078840C0E219D93ADDE651C0B54FC763068840C0",43985,"M99","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFR","IRRE","IRP99","IRN","IRRE","IRP99","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTDP","F99","FT99","FWC99","FOS99","","","V99","","COMPLETED","","","2","","99","","99","",43985,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",43985,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6072596965927","-33.0627307157045"
44132,9,"","OSM","","0106000020E610000001000000010300000001000000070000003C7771D1FFE751C02CD8463CD98640C0362D67A5FFE751C05C902DCBD78640C0E93697D1FEE751C0326DA411D88640C04E44BFB6FEE751C062DDD330D78640C0F55DB642FDE751C06E9FFAACD78640C0969A9889FDE751C0A236BBFFD98640C03C7771D1FFE751C02CD8463CD98640C0",44132,"MAT99","MATT99","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFP","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EW99","RSH8","RMT6","RSM99","RST99","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",44132,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44132,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6249046151235","-33.0534854031826"
44138,9,"","OSM","","0106000020E61000000100000001030000000100000005000000FEC34C91B2E651C01D8B12995E8740C07670B037B1E651C0B69F8CF1618740C06598C926AFE651C09A4A9A9A5F8740C0238CFA7FB0E651C0003620425C8740C0FEC34C91B2E651C01D8B12995E8740C0",44138,"M99","CL99","MO99","LWAL","DU99","H","HB99","Y99","ASS","ASS1","BP99","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",44138,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44138,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.604544632736","-33.0575897476339"
44141,9,"","OSM","","0106000020E61000000100000001030000000100000005000000BA82120BA1E651C06B11AC05518740C0EF7B2F19A2E651C0760F1A0B548740C090D8EE1EA0E651C0E0490B97558740C0A3BC45169FE651C09ABD22AE528740C0BA82120BA1E651C06B11AC05518740C0",44141,"M99","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP99","PLFP","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWW","RSH2","RMT6","RWO","RWO1","RTDP","FC","FC1","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",44141,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44141,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6035517748803","-33.0572304590589"
44254,9,"","OSM","","0106000020E61000000100000001030000000100000005000000CB259F6868E751C08D148035BD8640C0D763C7EB66E751C09FEF0280BE8640C012D89C8367E751C0E5396C6CC08640C0069A740069E751C0D45EE921BF8640C0CB259F6868E751C08D148035BD8640C0",44254,"MCF","CLBRS","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP1","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWSL","RSH3","RMT6","RWO","RWO1","RTDP","FC","FC1","FWCP","FOS99","","","V99","Se analiza la casa amarilla","COMPLETED","","","2","","99","","99","",44254,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44254,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6157203","-33.05269825"
44327,9,"","OSM","","0106000020E6100000010000000103000000010000000900000047318A2F24E751C010EF94698F8640C00C61904F23E751C010EF94698F8640C0124F763323E751C062E17F86928640C08F73F62922E751C0A9D5FC9D928640C09561DC0D22E751C039680AF8908640C01F03684A21E751C0E521F884918640C0365C3F5821E751C08B5AF514948640C02F3773A323E751C0E477E459938640C047318A2F24E751C010EF94698F8640C0",44327,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP2","PLF99","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWME","RSH5","RMT99","RWO","RWO1","RTD99","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",44327,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44327,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6114946207818","-33.0513329811075"
44333,9,"","OSM","","0106000020E610000001000000010300000001000000060000000FB6D8EDB3E651C031F614EFB68640C0695DFE9EB3E651C0CADC7C23BA8640C06461E355B1E651C08963B895B98640C0B19F6A99B1E651C0B4EED57DB68640C087D569EEB2E651C0798E6DBEB68640C00FB6D8EDB3E651C031F614EFB68640C0",44333,"M99","CL99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",44333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6046526393843","-33.0524989270769"
44340,9,"","OSM","","0106000020E6100000010000000103000000010000000700000092BBBEC5F9E751C024D813B8D08640C0FDB33055FAE751C03B843B61D38640C0D9C00C7CFBE751C049D74CBED98640C0E6EAC726F9E751C0D8A5A1A1DA8640C0F222B836F9E751C05E8830D9D38640C04B6B1D66F9E751C0D7DEA7AAD08640C092BBBEC5F9E751C024D813B8D08640C0",44340,"M99","MATT99","MO99","LWAL","DU99","H99","HB","Y99","MIX","MIX1","BPD","PLFD","IRIR","IRVP","CHV","IRRE","IRPS","IRN","EWSL","RSH2","RMT2","RSM99","RST99","RTDP","FN","FT99","FWC99","FOS99","","","V99","","COMPLETED","","","2","","0","","99","",44340,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44340,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6246348027769","-33.0534212352577"
44344,9,"","OSM","","0106000020E610000001000000010300000001000000050000008FE21C75F4E751C010786000E18640C048A98427F4E751C0523F1471DF8640C0309B00C3F2E751C034DEB133E08640C078D49810F3E751C0F216FEC2E18640C08FE21C75F4E751C010786000E18640C0",44344,"M99","MATT99","MO99","LWAL","DU99","H","HB","Y99","RES","RES99","BP1","PLFR","IRIR","IRVP","CHV","IRRE","IRPS","IRN","EWSL","RSH2","RMT2","RSM99","RST99","RTDP","FC","FC99","FWCP","FOSN","","","V99","","COMPLETED","","","2","","0","","99","",44344,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44344,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.62424375","-33.0537293"
44394,9,"","OSM","","0106000020E610000001000000010300000001000000070000001062C2C30FE751C05C55F65D118740C0F98150830EE751C068BBF891118740C09374289E0EE751C014138A63138740C0765E190A0EE751C05B07077B138740C0E1B54B1B0EE751C0D2EFB1AA148740C016ACCCEF0FE751C07F95325F148740C01062C2C30FE751C05C55F65D118740C0",44394,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFL","IRIR","IRPP","REC","IRIR","IRVP","SHC","EWW","RSH2","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOSDN","","","V99","Fundación con pilotes","COMPLETED","","","1","","99","","99","",44394,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44394,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6102961408742","-33.0552714106427"
44396,9,"","OSM","","0106000020E6100000010000000103000000010000000700000044B467E011E751C024A01DCB168740C0C15F820912E751C076ACAD33198740C037D263A513E751C06413AAE5188740C00820B58913E751C0EEA0C849178740C0BB9C121013E751C036954561178740C06DA3A60213E751C05AFB9694168740C044B467E011E751C024A01DCB168740C0",44396,"MCF","CLBRS","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BP1","PLFR","IRRE","IRP99","IRN","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RWO","RWO1","RTDP","FN","FT99","FWC99","FOS99","","","V99","","COMPLETED","","","1","","99","","99","",44396,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44396,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6105166802599","-33.0554182414037"
44525,9,"","OSM","","0106000020E610000001000000010300000001000000050000009071207FC4E751C0CC272B86AB8640C078EDD286C3E751C09CB7FB66AC8640C0BF828F1CC4E751C01E90DF36AE8640C0D706DD14C5E751C04E000F56AD8640C09071207FC4E751C0CC272B86AB8640C0",44525,"MCF","ST99","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFSQ","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWMA","RSH2","RMT6","RWO","RWO1","RTD99","FW","FW1","FWCP","FOSSL","","","V99","","COMPLETED","","","2","","99","","99","",44525,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44525,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.62135645","-33.05215055"
44576,9,"","OSM","","0106000020E610000001000000010300000001000000080000001C51EB47D4E751C06F675F79908640C0653497C0D2E751C039DED38B908640C0F3EE7ECBD2E751C0D3DEE00B938640C0F3D4D97FD3E751C002637D03938640C0D576137CD3E751C05C525A24928640C0B72CBA50D4E751C06257491A928640C0EDCC4E50D4E751C0F1B50CDD918640C01C51EB47D4E751C06F675F79908640C0",44576,"MCF","CL99","MO99","LWAL","DU99","H","HB99","Y99","OC99","OCCDT99","BP1","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH2","RMT6","RSM99","RST99","RTD99","FN","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","1","","99","","99","",44576,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44576,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6222812163396","-33.0513176166383"
44593,9,"","OSM","","0106000020E6100000010000000103000000010000000500000089844AB700E851C02DB1321AF98640C0368FC360FEE751C0FD5470D3FA8640C019A7C6F0FDE751C0A4294C29F98640C06B9C4D4700E851C0D5850E70F78640C089844AB700E851C02DB1321AF98640C0",44593,"MCF","CLBLH","MO99","LWAL","DU99","H","HB99","Y99","RES","RES99","BPD","PLFR","IRRE","IRP99","IRT99","IRRE","IRPS","IRN","EWSL","RSH5","RMT6","RWO","RWO1","RTD99","FW","FW1","FWCP","FOSN","","","V99","","COMPLETED","","","2","","99","","99","",44593,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44593,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.624959","-33.0544779"
44607,9,"","OSM","","0106000020E610000001000000010300000001000000070000003DD0AF52E6E651C0D4AFBECB568740C066385442E6E651C073CF5F8D588740C06E1805C1E3E651C01A70F14B588740C09DCAB3DCE3E651C0B76E394D558740C01FA397ACE5E651C04557337C558740C0C68844A1E5E651C09EF820BA568740C03DD0AF52E6E651C0D4AFBECB568740C0",44607,"W","WLI","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES2A","BPD","PLF99","IR99","IRP99","IRT99","IRRE","IRPS","IRN","EWME","R99","RMT6","RWO","RWO1","RTDP","FW","FW1","FWCP","FOS99","","","V99","Ayuda","COMPLETED","","","2","","99","","99","",44607,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44607,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6077233590406","-33.057343389318"
44621,9,"","OSM","","0106000020E610000001000000010300000001000000070000003E91CC8FE4E651C0E4349FCE708740C0D9E89C9FE2E651C05354A291748740C0FE7F9C30E1E651C04E9DA27E728740C086EA419CE2E651C0C77D50BC6F8740C0CD960744E3E651C0CCC4BEAE708740C0DF7426C8E3E651C0E5C40DAE6F8740C03E91CC8FE4E651C0E4349FCE708740C0",44621,"MAT99","MATT99","MATP99","LWAL","DU99","H","HB99","Y99","RES","RES2A","BPD","PLFR","IRRE","IRPP","IRN","IRRE","IRPS","IRN","EW99","RSH2","RMT6","RWO","RWO1","RTDP","F99","FT99","FWC99","FOSN","","","V99","","COMPLETED","","","2","","99","","99","",44621,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",44621,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-71.6075946741003","-33.0581640631719"
